RUN	scala.simulations.Fomula1	fomula1	1683925556151	 	3.3.1
USER	Todas las temporadas	155	START	1683925560588	1683925560588
USER	Todas las temporadas	156	START	1683925560649	1683925560649
USER	Todas las temporadas	157	START	1683925560695	1683925560695
USER	Todas las temporadas	158	START	1683925560757	1683925560757
USER	Todas las temporadas	159	START	1683925560819	1683925560819
USER	Todas las temporadas	160	START	1683925560880	1683925560880
USER	Todas las temporadas	161	START	1683925560942	1683925560942
USER	Todas las temporadas	162	START	1683925561005	1683925561005
USER	Todas las temporadas	163	START	1683925561055	1683925561055
USER	Todas las temporadas	164	START	1683925561115	1683925561115
REQUEST	39		Proxima carrera F1	1683925557468	1683925561125	OK	 
USER	Todas las temporadas	165	START	1683925561175	1683925561175
REQUEST	45		Proxima carrera F1	1683925557468	1683925561223	OK	 
USER	Todas las temporadas	166	START	1683925561225	1683925561225
REQUEST	47		Proxima carrera F1	1683925557468	1683925561249	OK	 
USER	Todas las temporadas	167	START	1683925561285	1683925561285
USER	Todas las temporadas	168	START	1683925561345	1683925561345
USER	Todas las temporadas	169	START	1683925561407	1683925561407
USER	Todas las temporadas	170	START	1683925561468	1683925561468
USER	Todas las temporadas	171	START	1683925561531	1683925561531
USER	Todas las temporadas	172	START	1683925561593	1683925561593
USER	Todas las temporadas	173	START	1683925561656	1683925561656
USER	Todas las temporadas	174	START	1683925561705	1683925561705
USER	Todas las temporadas	175	START	1683925561765	1683925561765
USER	Todas las temporadas	176	START	1683925561825	1683925561825
USER	Todas las temporadas	177	START	1683925561887	1683925561887
USER	Todas las temporadas	178	START	1683925561935	1683925561935
USER	Todas las temporadas	179	START	1683925561996	1683925561996
REQUEST	49		Proxima carrera F1	1683925557470	1683925562053	OK	 
USER	Todas las temporadas	180	START	1683925562059	1683925562059
USER	Todas las temporadas	181	START	1683925562122	1683925562122
USER	Todas las temporadas	182	START	1683925562184	1683925562184
USER	Todas las temporadas	183	START	1683925562245	1683925562245
USER	Todas las temporadas	184	START	1683925562295	1683925562295
REQUEST	56		Proxima carrera F1	1683925557469	1683925562326	OK	 
REQUEST	73		Proxima carrera F1	1683925557471	1683925562331	OK	 
REQUEST	64		Proxima carrera F1	1683925557470	1683925562340	OK	 
USER	Todas las temporadas	185	START	1683925562355	1683925562355
REQUEST	93		Proxima carrera F1	1683925557474	1683925562364	OK	 
REQUEST	76		Proxima carrera F1	1683925557472	1683925562365	OK	 
USER	Todas las temporadas	186	START	1683925562431	1683925562431
USER	Todas las temporadas	187	START	1683925562495	1683925562495
USER	Todas las temporadas	188	START	1683925562555	1683925562555
USER	Todas las temporadas	189	START	1683925562617	1683925562617
USER	Todas las temporadas	190	START	1683925562679	1683925562679
USER	Todas las temporadas	191	START	1683925562745	1683925562745
REQUEST	69		Proxima carrera F1	1683925557471	1683925562760	OK	 
REQUEST	88		Proxima carrera F1	1683925557473	1683925562760	OK	 
REQUEST	84		Proxima carrera F1	1683925557473	1683925562775	OK	 
REQUEST	85		Proxima carrera F1	1683925557473	1683925562795	OK	 
REQUEST	72		Proxima carrera F1	1683925557471	1683925562795	OK	 
REQUEST	68		Proxima carrera F1	1683925557471	1683925562795	OK	 
REQUEST	92		Proxima carrera F1	1683925557474	1683925562799	OK	 
REQUEST	77		Proxima carrera F1	1683925557472	1683925562799	OK	 
REQUEST	60		Proxima carrera F1	1683925557470	1683925562801	OK	 
REQUEST	61		Proxima carrera F1	1683925557470	1683925562801	OK	 
REQUEST	80		Proxima carrera F1	1683925557472	1683925562805	OK	 
USER	Todas las temporadas	192	START	1683925562805	1683925562805
REQUEST	89		Proxima carrera F1	1683925557473	1683925562811	OK	 
REQUEST	63		Proxima carrera F1	1683925557471	1683925562814	OK	 
REQUEST	101		Todas las temporadas	1683925557475	1683925562814	KO	status.find.is(200), but actually found 400
REQUEST	81		Proxima carrera F1	1683925557474	1683925562818	OK	 
REQUEST	44		Proxima carrera F1	1683925557470	1683925562818	OK	 
USER	Todas las temporadas	193	START	1683925562865	1683925562865
USER	Todas las temporadas	194	START	1683925562925	1683925562925
USER	Proxima carrera F1	7	END	1683925557359	1683925562977
USER	Proxima carrera F1	4	END	1683925557359	1683925562988
USER	Proxima carrera F1	5	END	1683925557359	1683925562988
USER	Proxima carrera F1	13	END	1683925557360	1683925562988
USER	Proxima carrera F1	24	END	1683925557383	1683925562988
USER	Proxima carrera F1	16	END	1683925557360	1683925562988
USER	Proxima carrera F1	12	END	1683925557360	1683925562988
REQUEST	87		Proxima carrera F1	1683925557473	1683925562993	OK	 
REQUEST	100		Proxima carrera F1	1683925557475	1683925562996	OK	 
REQUEST	99		Proxima carrera F1	1683925557474	1683925562996	OK	 
REQUEST	65		Proxima carrera F1	1683925557475	1683925563003	OK	 
USER	Proxima carrera F1	9	END	1683925557359	1683925563004
USER	Todas las temporadas	195	START	1683925563004	1683925563004
REQUEST	83		Proxima carrera F1	1683925557472	1683925563042	OK	 
REQUEST	79		Proxima carrera F1	1683925557472	1683925563046	OK	 
REQUEST	67		Proxima carrera F1	1683925557471	1683925563046	OK	 
REQUEST	71		Proxima carrera F1	1683925557471	1683925563046	OK	 
REQUEST	96		Proxima carrera F1	1683925557474	1683925563054	OK	 
USER	Proxima carrera F1	31	END	1683925557466	1683925563055
USER	Todas las temporadas	196	START	1683925563055	1683925563055
REQUEST	97		Proxima carrera F1	1683925557474	1683925563056	OK	 
REQUEST	95		Proxima carrera F1	1683925557474	1683925563059	OK	 
REQUEST	33		Proxima carrera F1	1683925557475	1683925563059	OK	 
REQUEST	53		Proxima carrera F1	1683925557478	1683925563060	OK	 
USER	Proxima carrera F1	8	END	1683925557359	1683925563066
USER	Proxima carrera F1	19	END	1683925557363	1683925563066
USER	Proxima carrera F1	41	END	1683925557467	1683925563066
USER	Proxima carrera F1	20	END	1683925557363	1683925563066
USER	Proxima carrera F1	37	END	1683925557467	1683925563066
USER	Proxima carrera F1	15	END	1683925557360	1683925563066
USER	Proxima carrera F1	28	END	1683925557466	1683925563066
USER	Proxima carrera F1	25	END	1683925557466	1683925563066
USER	Proxima carrera F1	23	END	1683925557364	1683925563066
USER	Proxima carrera F1	21	END	1683925557363	1683925563066
USER	Proxima carrera F1	29	END	1683925557466	1683925563066
REQUEST	2		Proxima carrera F1	1683925557453	1683925563093	OK	 
USER	Proxima carrera F1	48	END	1683925557468	1683925563097
USER	Proxima carrera F1	32	END	1683925557466	1683925563113
USER	Proxima carrera F1	3	END	1683925557359	1683925563113
USER	Todas las temporadas	197	START	1683925563115	1683925563115
USER	Proxima carrera F1	17	END	1683925557360	1683925563129
REQUEST	34		Proxima carrera F1	1683925557467	1683925563173	OK	 
USER	Proxima carrera F1	36	END	1683925557467	1683925563176
USER	Todas las temporadas	198	START	1683925563175	1683925563175
REQUEST	18		Proxima carrera F1	1683925557454	1683925563177	OK	 
REQUEST	102		Todas las temporadas	1683925557466	1683925563184	KO	status.find.is(200), but actually found 400
REQUEST	46		Proxima carrera F1	1683925557469	1683925563202	OK	 
REQUEST	66		Proxima carrera F1	1683925557471	1683925563246	OK	 
USER	Todas las temporadas	199	START	1683925563254	1683925563254
REQUEST	50		Proxima carrera F1	1683925557469	1683925563275	OK	 
REQUEST	82		Proxima carrera F1	1683925557472	1683925563276	OK	 
REQUEST	22		Proxima carrera F1	1683925557454	1683925563281	OK	 
USER	Todas las temporadas	200	START	1683925563305	1683925563305
REQUEST	30		Proxima carrera F1	1683925557466	1683925563320	OK	 
USER	Proxima carrera F1	35	END	1683925557466	1683925563335
REQUEST	62		Proxima carrera F1	1683925557470	1683925563339	OK	 
REQUEST	98		Proxima carrera F1	1683925557474	1683925563339	OK	 
REQUEST	14		Proxima carrera F1	1683925557453	1683925563359	OK	 
USER	Todas las temporadas	201	START	1683925563365	1683925563365
USER	Todas las temporadas	202	START	1683925563425	1683925563425
REQUEST	103		Todas las temporadas	1683925557493	1683925563472	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	203	START	1683925563485	1683925563485
USER	Todas las temporadas	204	START	1683925563535	1683925563535
REQUEST	70		Proxima carrera F1	1683925557471	1683925563556	OK	 
REQUEST	54		Proxima carrera F1	1683925557469	1683925563556	OK	 
USER	Todas las temporadas	205	START	1683925563595	1683925563595
REQUEST	38		Proxima carrera F1	1683925557467	1683925563601	OK	 
REQUEST	6		Proxima carrera F1	1683925557454	1683925563611	OK	 
REQUEST	94		Proxima carrera F1	1683925557475	1683925563647	OK	 
USER	Todas las temporadas	206	START	1683925563655	1683925563655
USER	Todas las temporadas	207	START	1683925563718	1683925563718
USER	Todas las temporadas	208	START	1683925563781	1683925563781
REQUEST	10		Proxima carrera F1	1683925557454	1683925563792	OK	 
REQUEST	78		Proxima carrera F1	1683925557472	1683925563811	OK	 
REQUEST	74		Proxima carrera F1	1683925557471	1683925563819	OK	 
REQUEST	11		Proxima carrera F1	1683925557454	1683925563819	OK	 
REQUEST	58		Proxima carrera F1	1683925557470	1683925563827	OK	 
REQUEST	104		Todas las temporadas	1683925557536	1683925563844	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	209	START	1683925563844	1683925563844
REQUEST	86		Proxima carrera F1	1683925557473	1683925563848	OK	 
REQUEST	42		Proxima carrera F1	1683925557468	1683925563859	OK	 
REQUEST	26		Proxima carrera F1	1683925557466	1683925563860	OK	 
USER	Proxima carrera F1	40	END	1683925557467	1683925563861
REQUEST	90		Proxima carrera F1	1683925557473	1683925563862	OK	 
REQUEST	43		Proxima carrera F1	1683925557468	1683925563863	OK	 
REQUEST	91		Proxima carrera F1	1683925557475	1683925563863	OK	 
REQUEST	105		Todas las temporadas	1683925557596	1683925563870	KO	status.find.is(200), but actually found 400
REQUEST	59		Proxima carrera F1	1683925557470	1683925563870	OK	 
REQUEST	106		Todas las temporadas	1683925557671	1683925563873	KO	status.find.is(200), but actually found 400
REQUEST	109		Todas las temporadas	1683925557843	1683925563879	KO	status.find.is(200), but actually found 400
REQUEST	75		Proxima carrera F1	1683925557472	1683925563883	OK	 
REQUEST	27		Proxima carrera F1	1683925557466	1683925563884	OK	 
REQUEST	108		Todas las temporadas	1683925557779	1683925563885	KO	status.find.is(200), but actually found 400
REQUEST	110		Todas las temporadas	1683925557914	1683925563888	KO	status.find.is(200), but actually found 400
REQUEST	107		Todas las temporadas	1683925557720	1683925563888	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	210	START	1683925563895	1683925563895
REQUEST	111		Todas las temporadas	1683925557951	1683925563896	KO	status.find.is(200), but actually found 400
REQUEST	113		Todas las temporadas	1683925558076	1683925563901	KO	status.find.is(200), but actually found 400
REQUEST	112		Todas las temporadas	1683925558018	1683925563909	KO	status.find.is(200), but actually found 400
REQUEST	114		Todas las temporadas	1683925558136	1683925563910	KO	status.find.is(200), but actually found 400
REQUEST	115		Todas las temporadas	1683925558196	1683925563916	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	211	START	1683925563955	1683925563955
USER	Proxima carrera F1	1	END	1683925557359	1683925563968
USER	Todas las temporadas	212	START	1683925564015	1683925564015
REQUEST	116		Todas las temporadas	1683925558258	1683925564044	KO	status.find.is(200), but actually found 400
REQUEST	117		Todas las temporadas	1683925558320	1683925564047	KO	status.find.is(200), but actually found 400
REQUEST	118		Todas las temporadas	1683925558382	1683925564052	KO	status.find.is(200), but actually found 400
REQUEST	119		Todas las temporadas	1683925558428	1683925564055	KO	status.find.is(200), but actually found 400
REQUEST	120		Todas las temporadas	1683925558491	1683925564060	KO	status.find.is(200), but actually found 400
REQUEST	121		Todas las temporadas	1683925558554	1683925564065	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	213	START	1683925564065	1683925564065
REQUEST	122		Todas las temporadas	1683925558616	1683925564070	KO	status.find.is(200), but actually found 400
REQUEST	123		Todas las temporadas	1683925558666	1683925564081	KO	status.find.is(200), but actually found 400
REQUEST	124		Todas las temporadas	1683925558726	1683925564081	KO	status.find.is(200), but actually found 400
REQUEST	125		Todas las temporadas	1683925558788	1683925564089	KO	status.find.is(200), but actually found 400
REQUEST	126		Todas las temporadas	1683925558851	1683925564123	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	214	START	1683925564125	1683925564125
REQUEST	127		Todas las temporadas	1683925558915	1683925564153	KO	status.find.is(200), but actually found 400
REQUEST	129		Todas las temporadas	1683925559024	1683925564157	KO	status.find.is(200), but actually found 400
REQUEST	128		Todas las temporadas	1683925558961	1683925564157	KO	status.find.is(200), but actually found 400
REQUEST	130		Todas las temporadas	1683925559076	1683925564162	KO	status.find.is(200), but actually found 400
REQUEST	131		Todas las temporadas	1683925559136	1683925564186	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	215	START	1683925564187	1683925564187
REQUEST	132		Todas las temporadas	1683925559197	1683925564213	KO	status.find.is(200), but actually found 400
REQUEST	133		Todas las temporadas	1683925559260	1683925564214	KO	status.find.is(200), but actually found 400
REQUEST	134		Todas las temporadas	1683925559323	1683925564226	KO	status.find.is(200), but actually found 400
REQUEST	141		Todas las temporadas	1683925559745	1683925564229	KO	status.find.is(200), but actually found 400
REQUEST	142		Todas las temporadas	1683925559806	1683925564233	KO	status.find.is(200), but actually found 400
REQUEST	143		Todas las temporadas	1683925559869	1683925564235	KO	status.find.is(200), but actually found 400
REQUEST	137		Todas las temporadas	1683925559496	1683925564239	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	216	START	1683925564248	1683925564248
REQUEST	145		Todas las temporadas	1683925559996	1683925564252	KO	status.find.is(200), but actually found 400
REQUEST	154		Todas las temporadas	1683925560525	1683925564252	KO	status.find.is(200), but actually found 400
REQUEST	162		Todas las temporadas	1683925561006	1683925564258	KO	status.find.is(200), but actually found 400
REQUEST	163		Todas las temporadas	1683925561056	1683925564300	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	217	START	1683925564310	1683925564310
REQUEST	164		Todas las temporadas	1683925561116	1683925564323	KO	status.find.is(200), but actually found 400
REQUEST	155		Todas las temporadas	1683925560588	1683925564326	KO	status.find.is(200), but actually found 400
REQUEST	172		Todas las temporadas	1683925561594	1683925564330	KO	status.find.is(200), but actually found 400
REQUEST	173		Todas las temporadas	1683925561656	1683925564336	KO	status.find.is(200), but actually found 400
REQUEST	157		Todas las temporadas	1683925560696	1683925564363	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	218	START	1683925564371	1683925564371
REQUEST	174		Todas las temporadas	1683925561706	1683925564385	KO	status.find.is(200), but actually found 400
REQUEST	175		Todas las temporadas	1683925561766	1683925564387	KO	status.find.is(200), but actually found 400
REQUEST	159		Todas las temporadas	1683925560819	1683925564395	KO	status.find.is(200), but actually found 400
REQUEST	176		Todas las temporadas	1683925561826	1683925564403	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	219	START	1683925564405	1683925564405
REQUEST	179		Todas las temporadas	1683925561997	1683925564406	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	220	START	1683925564465	1683925564465
REQUEST	165		Todas las temporadas	1683925561176	1683925564477	KO	status.find.is(200), but actually found 400
REQUEST	138		Todas las temporadas	1683925559557	1683925564492	KO	status.find.is(200), but actually found 400
REQUEST	189		Todas las temporadas	1683925562617	1683925564500	KO	status.find.is(200), but actually found 400
REQUEST	182		Todas las temporadas	1683925562184	1683925564505	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	221	START	1683925564526	1683925564526
REQUEST	158		Todas las temporadas	1683925560758	1683925564535	KO	status.find.is(200), but actually found 400
REQUEST	139		Todas las temporadas	1683925559619	1683925564553	KO	status.find.is(200), but actually found 400
REQUEST	183		Todas las temporadas	1683925562246	1683925564559	KO	status.find.is(200), but actually found 400
REQUEST	190		Todas las temporadas	1683925562679	1683925564562	KO	status.find.is(200), but actually found 400
REQUEST	140		Todas las temporadas	1683925559681	1683925564569	KO	status.find.is(200), but actually found 400
REQUEST	184		Todas las temporadas	1683925562296	1683925564576	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	222	START	1683925564587	1683925564587
USER	Todas las temporadas	223	START	1683925564649	1683925564649
REQUEST	191		Todas las temporadas	1683925562746	1683925564673	KO	status.find.is(200), but actually found 400
REQUEST	192		Todas las temporadas	1683925562805	1683925564687	KO	status.find.is(200), but actually found 400
REQUEST	177		Todas las temporadas	1683925561887	1683925564706	KO	status.find.is(200), but actually found 400
REQUEST	178		Todas las temporadas	1683925561936	1683925564711	KO	status.find.is(200), but actually found 400
USER	Todas las temporadas	224	START	1683925564712	1683925564712
REQUEST	194		Todas las temporadas	1683925562926	1683925564719	KO	status.find.is(200), but actually found 400
REQUEST	193		Todas las temporadas	1683925562866	1683925564719	KO	status.find.is(200), but actually found 400
REQUEST	144		Todas las temporadas	1683925559931	1683925564728	KO	status.find.is(200), but actually found 400
